rank,employer_id,sektor,wilayah,skala,status_A,score_A,status_B,score_B,status_C,score_C,coverage,composite_score,max_module_score,n_flags,band,summary
731,EMP-0532,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
732,EMP-0534,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
733,EMP-0535,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
734,EMP-0544,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
735,EMP-0545,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
736,EMP-0546,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
737,EMP-0547,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
738,EMP-0549,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
739,EMP-0550,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
740,EMP-0551,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
741,EMP-0553,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
742,EMP-0554,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
743,EMP-0558,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
744,EMP-0560,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
745,EMP-0562,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
746,EMP-0563,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
747,EMP-0564,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
748,EMP-0565,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
749,EMP-0566,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
750,EMP-0567,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
751,EMP-0570,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
752,EMP-0574,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
753,EMP-0575,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
754,EMP-0576,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
755,EMP-0577,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
756,EMP-0578,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
757,EMP-0579,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
758,EMP-0581,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
759,EMP-0582,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
760,EMP-0583,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
761,EMP-0584,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
762,EMP-0585,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
763,EMP-0587,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
764,EMP-0590,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
765,EMP-0591,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
766,EMP-0592,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
767,EMP-0594,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
768,EMP-0598,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
769,EMP-0599,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
770,EMP-0601,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
771,EMP-0602,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
772,EMP-0603,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
773,EMP-0604,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
774,EMP-0605,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
775,EMP-0607,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
776,EMP-0608,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
777,EMP-0609,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
778,EMP-0610,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
779,EMP-0611,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
780,EMP-0612,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
781,EMP-0613,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
782,EMP-0617,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
783,EMP-0618,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
784,EMP-0620,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
785,EMP-0621,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
786,EMP-0624,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
787,EMP-0625,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
788,EMP-0626,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
789,EMP-0627,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
790,EMP-0630,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
791,EMP-0631,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
792,EMP-0634,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
793,EMP-0636,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
794,EMP-0637,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
795,EMP-0638,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
796,EMP-0639,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
797,EMP-0640,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
798,EMP-0641,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
799,EMP-0642,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
800,EMP-0643,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
801,EMP-0644,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
802,EMP-0645,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
803,EMP-0646,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
804,EMP-0647,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
805,EMP-0649,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
806,EMP-0651,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
807,EMP-0652,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
808,EMP-0653,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
809,EMP-0656,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
810,EMP-0658,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
811,EMP-0659,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
812,EMP-0660,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
813,EMP-0661,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
814,EMP-0662,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
815,EMP-0665,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
816,EMP-0667,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
817,EMP-0668,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
818,EMP-0670,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
819,EMP-0672,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
820,EMP-0673,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
821,EMP-0674,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
822,EMP-0675,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
823,EMP-0677,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
824,EMP-0686,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
825,EMP-0687,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
826,EMP-0689,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
827,EMP-0690,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
828,EMP-0693,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
829,EMP-0695,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
830,EMP-0696,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
831,EMP-0697,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
832,EMP-0699,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
833,EMP-0700,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
834,EMP-0701,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
835,EMP-0702,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
836,EMP-0703,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
837,EMP-0704,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
838,EMP-0705,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
839,EMP-0709,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
840,EMP-0711,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
841,EMP-0712,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
842,EMP-0713,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
843,EMP-0714,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
844,EMP-0715,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
845,EMP-0716,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
846,EMP-0717,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
847,EMP-0719,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
848,EMP-0720,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
849,EMP-0721,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
850,EMP-0725,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
851,EMP-0726,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
852,EMP-0728,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
853,EMP-0729,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
854,EMP-0730,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
855,EMP-0732,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
856,EMP-0733,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
857,EMP-0734,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
